SYMBOL	ENSEMBL	seqnames	start	end	width	strand
PLA2G2C	ENSG00000187980	chr1	20161253	20177424	16172	-
	ENSG00000225986	chr1	20184242	20186486	2245	-
UBXN10	ENSG00000162543	chr1	20186096	20196050	9955	+
LINC01757	ENSG00000228105	chr1	20243095	20244664	1570	+
	ENSG00000284710	chr1	20272018	20275005	2988	+
VWA5B1	ENSG00000158816	chr1	20290919	20354894	63976	+
	ENSG00000226664	chr1	20294211	20323187	28977	-
	ENSG00000236963	chr1	20360579	20431234	70656	-
	ENSG00000226487	chr1	20412304	20413253	950	-
LOC124903871	ENSG00000284641	chr1	20476222	20478937	2716	+
	ENSG00000284743	chr1	20478779	20480397	1619	-
CAMK2N1	ENSG00000162545	chr1	20482391	20486210	3820	-
MUL1	ENSG00000090432	chr1	20499448	20508151	8704	-
FAM43B	ENSG00000183114	chr1	20552573	20555020	2448	+
CDA	ENSG00000158825	chr1	20589086	20618903	29818	+
PINK1	ENSG00000158828	chr1	20633458	20651511	18054	+
PINK1-AS	ENSG00000117242	chr1	20642657	20652193	9537	-
DDOST	ENSG00000244038	chr1	20651767	20661544	9778	-
KIF17	ENSG00000117245	chr1	20664014	20718017	54004	-
SH2D5	ENSG00000189410	chr1	20719731	20732837	13107	-
	ENSG00000233069	chr1	20732880	20733952	1073	+
HP1BP3	ENSG00000127483	chr1	20742679	20787323	44645	-
EIF4G3	ENSG00000075151	chr1	20806292	21176888	370597	-
	ENSG00000287192	chr1	21177054	21178164	1111	+
ECE1	ENSG00000117298	chr1	21217247	21345572	128326	-
	ENSG00000236936	chr1	21266082	21267251	1170	+
ECE1-AS1	ENSG00000231105	chr1	21293290	21299874	6585	+
	ENSG00000236009	chr1	21415898	21417492	1595	+
NBPF3	ENSG00000142794	chr1	21440128	21485005	44878	+
ALPL	ENSG00000162551	chr1	21509397	21578410	69014	+
LINC02596	ENSG00000233431	chr1	21586472	21591187	4716	+
RAP1GAP	ENSG00000076864	chr1	21596215	21669363	73149	-
USP48	ENSG00000090686	chr1	21678298	21783606	105309	-
LDLRAD2	ENSG00000187942	chr1	21812265	21825225	12961	+
HSPG2	ENSG00000142798	chr1	21822244	21937310	115067	-
CELA3B	ENSG00000219073	chr1	21977022	21998642	21621	+
CELA3A	ENSG00000142789	chr1	22001657	22012542	10886	+
LINC01635	ENSG00000228397	chr1	22023990	22026048	2059	-
LINC00339	ENSG00000218510	chr1	22024558	22031223	6666	+
CDC42	ENSG00000070831	chr1	22025511	22101360	75850	+
	ENSG00000285752	chr1	22028317	22052927	24611	-
	ENSG00000230068	chr1	22059197	22064199	5003	+
WNT4	ENSG00000162552	chr1	22117313	22143969	26657	-
LOC105376845	ENSG00000285873	chr1	22142850	22157401	14552	+
ZBTB40	ENSG00000184677	chr1	22428838	22531157	102320	+
	ENSG00000237200	chr1	22517474	22519708	2235	+
EPHA8	ENSG00000070886	chr1	22563489	22603595	40107	+
C1QA	ENSG00000173372	chr1	22636628	22639678	3051	+
C1QC	ENSG00000159189	chr1	22643633	22648110	4478	+
C1QB	ENSG00000173369	chr1	22652762	22661637	8876	+
EPHB2	ENSG00000133216	chr1	22710839	22921500	210662	+
	ENSG00000225952	chr1	22835713	22836849	1137	-
LACTBL1	ENSG00000215906	chr1	22953043	22965338	12296	-
TEX46	ENSG00000227868	chr1	23010834	23015852	5019	-
KDM1A	ENSG00000004487	chr1	23019443	23083689	64247	+
	ENSG00000240553	chr1	23020147	23088058	67912	-
LUZP1	ENSG00000169641	chr1	23084023	23177808	93786	-
HTR1D	ENSG00000179546	chr1	23191895	23194729	2835	-
	ENSG00000261326	chr1	23281307	23287488	6182	-
	ENSG00000284726	chr1	23297797	23302866	5070	+
HNRNPR	ENSG00000125944	chr1	23303771	23344336	40566	-
ZNF436	ENSG00000125945	chr1	23359448	23369836	10389	-
ZNF436-AS1	ENSG00000249087	chr1	23368997	23371839	2843	+
	ENSG00000271420	chr1	23378380	23379029	650	-
TCEA3	ENSG00000204219	chr1	23380909	23424748	43840	-
ASAP3	ENSG00000088280	chr1	23428563	23484568	56006	-
E2F2	ENSG00000007968	chr1	23506438	23531233	24796	-
	ENSG00000235052	chr1	23549139	23550915	1777	-
ID3	ENSG00000117318	chr1	23557926	23559501	1576	-
	ENSG00000285802	chr1	23576436	23593621	17186	-
MDS2	ENSG00000197880	chr1	23581495	23640568	59074	+
RPL11	ENSG00000142676	chr1	23691742	23696835	5094	+
ELOA-AS1	ENSG00000236810	chr1	23706901	23778296	71396	-
ELOA	ENSG00000011007	chr1	23743155	23762059	18905	+
PITHD1	ENSG00000057757	chr1	23778418	23788232	9815	+
LYPLA2	ENSG00000011009	chr1	23791145	23795539	4395	+
GALE	ENSG00000117308	chr1	23795599	23800781	5183	-
HMGCL	ENSG00000117305	chr1	23801885	23838620	36736	-
FUCA1	ENSG00000179163	chr1	23845077	23868294	23218	-
CNR2	ENSG00000188822	chr1	23870515	23913362	42848	-
	ENSG00000232557	chr1	23907111	23907885	775	+
PNRC2	ENSG00000189266	chr1	23956839	23963462	6624	+
SRSF10	ENSG00000188529	chr1	23964347	23980927	16581	-
	ENSG00000225315	chr1	24040835	24086799	45965	+
MYOM3	ENSG00000142661	chr1	24056035	24112135	56101	-
	ENSG00000230703	chr1	24066774	24083565	16792	+
IL22RA1	ENSG00000142677	chr1	24119771	24143140	23370	-
IFNLR1	ENSG00000185436	chr1	24154168	24187959	33792	-
LINC02800	ENSG00000230023	chr1	24200240	24211693	11454	+
	ENSG00000232298	chr1	24307556	24321901	14346	-
GRHL3	ENSG00000158055	chr1	24319322	24364482	45161	+
STPG1	ENSG00000001460	chr1	24356999	24416934	59936	-
NIPAL3	ENSG00000001461	chr1	24415802	24472976	57175	+
RCAN3AS	ENSG00000286061	chr1	24496254	24535400	39147	-
RCAN3	ENSG00000117602	chr1	24502351	24541040	38690	+
	ENSG00000264443	chr1	24538802	24556024	17223	-
NCMAP	ENSG00000184454	chr1	24556087	24609328	53242	+
SRRM1	ENSG00000133226	chr1	24631716	24673281	41566	+
	ENSG00000284699	chr1	24704894	24717596	12703	+
CLIC4	ENSG00000169504	chr1	24745382	24844321	98940	+
RUNX3	ENSG00000020633	chr1	24899511	24965121	65611	-
	ENSG00000229162	chr1	24961345	24963097	1753	+
	ENSG00000261025	chr1	24968423	24970865	2443	-
LINC02793	ENSG00000285823	chr1	25041136	25047404	6269	+
	ENSG00000233755	chr1	25043707	25113120	69414	-
	ENSG00000231953	chr1	25208139	25209437	1299	+
SYF2	ENSG00000117614	chr1	25222276	25232502	10227	-
	ENSG00000284602	chr1	25232586	25234775	2190	+
	ENSG00000284657	chr1	25239494	25240253	760	+
RSRP1	ENSG00000117616	chr1	25242249	25338213	95965	-
	ENSG00000272432	chr1	25247837	25248321	485	+
RHD	ENSG00000187010	chr1	25272393	25330445	58053	+
TMEM50A	ENSG00000183726	chr1	25338317	25362361	24045	+
RHCE	ENSG00000188672	chr1	25362249	25430192	67944	-
MACO1	ENSG00000204178	chr1	25430858	25500209	69352	+
LDLRAP1	ENSG00000157978	chr1	25543580	25568886	25307	+
	ENSG00000225643	chr1	25581478	25590356	8879	+
MAN1C1	ENSG00000117643	chr1	25617468	25786207	168740	+
	ENSG00000233478	chr1	25644544	25659111	14568	-
SELENON	ENSG00000162430	chr1	25800176	25818221	18046	+
	ENSG00000228172	chr1	25816749	25820797	4049	-
MTFR1L	ENSG00000117640	chr1	25818640	25832942	14303	+
	ENSG00000272478	chr1	25831913	25832134	222	-
AUNIP	ENSG00000127423	chr1	25831913	25859458	27546	-
	ENSG00000236528	chr1	25859613	25863420	3808	+
PAQR7	ENSG00000182749	chr1	25861210	25871253	10044	-
STMN1	ENSG00000117632	chr1	25884181	25906991	22811	-
PAFAH2	ENSG00000158006	chr1	25959767	25998117	38351	-
EXTL1	ENSG00000158008	chr1	26019884	26036464	16581	+
SLC30A2	ENSG00000158014	chr1	26037252	26046118	8867	-
	ENSG00000284309	chr1	26046665	26049099	2435	+
TRIM63	ENSG00000158022	chr1	26051304	26068436	17133	-
PDIK1L	ENSG00000175087	chr1	26111165	26125555	14391	+
FAM110D	ENSG00000197245	chr1	26159079	26163962	4884	+
C1orf232	ENSG00000282872	chr1	26164161	26168581	4421	-
ZNF593OS	ENSG00000236782	chr1	26169516	26171831	2316	-
ZNF593	ENSG00000142684	chr1	26169908	26170873	966	+
CNKSR1	ENSG00000142675	chr1	26177484	26189884	12401	+
CATSPER4	ENSG00000188782	chr1	26190561	26202968	12408	+
CEP85	ENSG00000130695	chr1	26234200	26278808	44609	+
SH3BGRL3	ENSG00000142669	chr1	26280086	26281522	1437	+
UBXN11	ENSG00000158062	chr1	26281328	26318363	37036	-
CD52	ENSG00000169442	chr1	26317958	26320523	2566	+
CRYBG2	ENSG00000176092	chr1	26321698	26360080	38383	-
ZNF683	ENSG00000176083	chr1	26361634	26374522	12889	-
LIN28A	ENSG00000131914	chr1	26410817	26429728	18912	+
DHDDS	ENSG00000117682	chr1	26432282	26471306	39025	+
	ENSG00000225891	chr1	26462756	26468014	5259	-
HMGN2	ENSG00000198830	chr1	26472440	26476642	4203	+
RPS6KA1	ENSG00000117676	chr1	26529761	26575030	45270	+
LOC101928728	ENSG00000260063	chr1	26692132	26694131	2000	-
ARID1A	ENSG00000117713	chr1	26693236	26782104	88869	+
PIGV	ENSG00000060642	chr1	26787472	26798398	10927	+
ZDHHC18	ENSG00000204160	chr1	26826688	26857604	30917	+
SFN	ENSG00000175793	chr1	26863149	26864456	1308	+
GPN2	ENSG00000142751	chr1	26876132	26890283	14152	-
	ENSG00000226698	chr1	26876133	26878245	2113	+
GPATCH3	ENSG00000198746	chr1	26890488	26900467	9980	-
NUDC	ENSG00000090273	chr1	26900238	26946871	46634	+
NR0B2	ENSG00000131910	chr1	26911489	26913975	2487	-
KDF1	ENSG00000175707	chr1	26949562	26960468	10907	-
TRNP1	ENSG00000253368	chr1	26993692	27000886	7195	+
TENT5B	ENSG00000158246	chr1	27005020	27012850	7831	-
SLC9A1	ENSG00000090020	chr1	27098809	27166981	68173	-
	ENSG00000224311	chr1	27229106	27234352	5247	-
WDTC1	ENSG00000142784	chr1	27234632	27308636	74005	+
TMEM222	ENSG00000186501	chr1	27322145	27336400	14256	+
SYTL1	ENSG00000142765	chr1	27342020	27353937	11918	+
MAP3K6	ENSG00000142733	chr1	27354067	27366961	12895	-
FCN3	ENSG00000142748	chr1	27369112	27374824	5713	-
CD164L2	ENSG00000174950	chr1	27379176	27383333	4158	-
GPR3	ENSG00000181773	chr1	27392622	27395814	3193	+
WASF2	ENSG00000158195	chr1	27404230	27490167	85938	-
	ENSG00000241169	chr1	27457198	27459582	2385	+
	ENSG00000237429	chr1	27525805	27530561	4757	+
AHDC1	ENSG00000126705	chr1	27534035	27604431	70397	-
FGR	ENSG00000000938	chr1	27612064	27635185	23122	-
LINC02574	ENSG00000233975	chr1	27660328	27662722	2395	-
IFI6	ENSG00000126709	chr1	27666064	27672198	6135	-
	ENSG00000225886	chr1	27669468	27703063	33596	+
	ENSG00000287244	chr1	27724822	27725756	935	-
FAM76A	ENSG00000009780	chr1	27725979	27763122	37144	+
STX12	ENSG00000117758	chr1	27773219	27824443	51225	+
	ENSG00000269971	chr1	27773858	27774041	184	+
	ENSG00000270031	chr1	27819983	27820341	359	+
	ENSG00000286433	chr1	27827812	27831209	3398	-
PPP1R8	ENSG00000117751	chr1	27830782	27851676	20895	+
THEMIS2	ENSG00000130775	chr1	27872543	27886685	14143	+
RPA2	ENSG00000117748	chr1	27891524	27914746	23223	-
SMPDL3B	ENSG00000130768	chr1	27935000	27959157	24158	+
	ENSG00000227050	chr1	27938875	27960193	21319	-
XKR8	ENSG00000158156	chr1	27959462	27968096	8635	+
EYA3	ENSG00000158161	chr1	27970344	28088637	118294	-
PTAFR	ENSG00000169403	chr1	28147166	28193936	46771	-
DNAJC8	ENSG00000126698	chr1	28199456	28233029	33574	-
ATP5IF1	ENSG00000130770	chr1	28236109	28246906	10798	+
	ENSG00000270605	chr1	28239509	28241453	1945	-
	ENSG00000271398	chr1	28247144	28247568	425	+
SESN2	ENSG00000130766	chr1	28259518	28282491	22974	+
MED18	ENSG00000130772	chr1	28329002	28335965	6964	+
PHACTR4	ENSG00000204138	chr1	28369582	28500364	130783	+
RCC1	ENSG00000180198	chr1	28505943	28539300	33358	+
SNHG3	ENSG00000242125	chr1	28505980	28510892	4913	+
TRNAU1AP	ENSG00000180098	chr1	28553085	28578545	25461	+
SNHG12	ENSG00000197989	chr1	28578538	28583132	4595	-
TAF12	ENSG00000120656	chr1	28589323	28643085	53763	-
RAB42	ENSG00000188060	chr1	28592200	28595443	3244	+
TAF12-DT	ENSG00000229388	chr1	28643228	28648581	5354	+
	ENSG00000270103	chr1	28648600	28648730	131	+
GMEB1	ENSG00000162419	chr1	28668732	28719353	50622	+
YTHDF2	ENSG00000198492	chr1	28736621	28769775	33155	+
OPRD1	ENSG00000116329	chr1	28812142	28871267	59126	+
	ENSG00000233427	chr1	28870483	28877336	6854	-
EPB41	ENSG00000159023	chr1	28887091	29120046	232956	+
TMEM200B	ENSG00000253304	chr1	29119429	29123903	4475	-
	ENSG00000225750	chr1	29144494	29146994	2501	-
SRSF4	ENSG00000116350	chr1	29147743	29181900	34158	-
MECR	ENSG00000116353	chr1	29192657	29230942	38286	-
	ENSG00000237934	chr1	29223933	29224816	884	+
PTPRU	ENSG00000060656	chr1	29236516	29326813	90298	+
LINC01756	ENSG00000230523	chr1	29329620	29350114	20495	-
	ENSG00000228176	chr1	29708851	29709547	697	-
	ENSG00000284676	chr1	29755175	29790597	35423	+
LINC01648	ENSG00000233399	chr1	30013952	30037612	23661	-
	ENSG00000233372	chr1	30140263	30141607	1345	+
	ENSG00000236335	chr1	30409560	30411638	2079	-
	ENSG00000231949	chr1	30415825	30421108	5284	+
MATN1	ENSG00000162510	chr1	30711277	30723585	12309	-
MATN1-AS1	ENSG00000186056	chr1	30718504	30726827	8324	+
	ENSG00000287510	chr1	30731693	30733427	1735	+
LAPTM5	ENSG00000162511	chr1	30732469	30757774	25306	-
	ENSG00000229607	chr1	30810378	30815553	5176	-
LINC01778	ENSG00000223382	chr1	30824217	30834864	10648	+
LOC400748	ENSG00000235143	chr1	30858158	30860254	2097	+
SDC3	ENSG00000162512	chr1	30869466	30908758	39293	-
PUM1	ENSG00000134644	chr1	30931506	31065991	134486	-
NKAIN1	ENSG00000084628	chr1	31179745	31239887	60143	-
SNRNP40	ENSG00000060688	chr1	31259568	31296788	37221	-
ZCCHC17	ENSG00000121766	chr1	31296982	31364953	67972	+
	ENSG00000229044	chr1	31333067	31346799	13733	-
FABP3	ENSG00000121769	chr1	31365253	31376850	11598	-
SERINC2	ENSG00000168528	chr1	31409565	31434680	25116	+
	ENSG00000284543	chr1	31506226	31583306	77081	+
	ENSG00000229167	chr1	31571585	31577898	6314	-
TINAGL1	ENSG00000142910	chr1	31576485	31587686	11202	+
HCRTR1	ENSG00000121764	chr1	31617686	31632518	14833	+
PEF1	ENSG00000162517	chr1	31629866	31644896	15031	-
	ENSG00000235790	chr1	31644049	31660162	16114	+
	ENSG00000264078	chr1	31644694	31649371	4678	+
COL16A1	ENSG00000084636	chr1	31652263	31704319	52057	-
ADGRB2	ENSG00000121753	chr1	31727117	31764893	37777	-
	ENSG00000254545	chr1	31789130	31791322	2193	+
SPOCD1	ENSG00000134668	chr1	31790422	31816051	25630	-
	ENSG00000203620	chr1	31842019	31855568	13550	-
	ENSG00000269967	chr1	31851913	31921841	69929	-
PTP4A2	ENSG00000184007	chr1	31906421	31944856	38436	-
	ENSG00000228634	chr1	31933020	31933975	956	+
	ENSG00000284702	chr1	31972189	31987034	14846	-
KHDRBS1	ENSG00000121774	chr1	32013868	32060850	46983	+
	ENSG00000203325	chr1	32052291	32073474	21184	-
TMEM39B	ENSG00000121775	chr1	32072031	32102866	30836	+
KPNA6	ENSG00000025800	chr1	32108056	32176563	68508	+
	ENSG00000250135	chr1	32170733	32176568	5836	+
TXLNA	ENSG00000084652	chr1	32179675	32198285	18611	+
CCDC28B	ENSG00000160050	chr1	32200386	32205387	5002	+
	ENSG00000224066	chr1	32204769	32206814	2046	-
IQCC	ENSG00000160051	chr1	32205661	32208687	3027	+
DCDC2B	ENSG00000222046	chr1	32209094	32216196	7103	+
TMEM234	ENSG00000160055	chr1	32214472	32222359	7888	-
EIF3I	ENSG00000084623	chr1	32221928	32231604	9677	+
FAM167B	ENSG00000183615	chr1	32247222	32248856	1635	+
LCK	ENSG00000182866	chr1	32251239	32286165	34927	+
HDAC1	ENSG00000116478	chr1	32292083	32333635	41553	+
MARCKSL1	ENSG00000175130	chr1	32333839	32336233	2395	-
	ENSG00000233775	chr1	32349194	32350663	1470	-
TSSK3	ENSG00000162526	chr1	32351521	32364312	12792	+
FAM229A	ENSG00000225828	chr1	32361270	32364278	3009	-
BSDC1	ENSG00000160058	chr1	32365103	32394731	29629	-
ZBTB8B	ENSG00000273274	chr1	32465072	32496686	31615	+
ZBTB8A	ENSG00000160062	chr1	32539427	32605941	66515	+
ZBTB8OS	ENSG00000176261	chr1	32600172	32650903	50732	-
RBBP4	ENSG00000162521	chr1	32651142	32686211	35070	+
SYNC	ENSG00000162520	chr1	32679906	32703596	23691	-
	ENSG00000224409	chr1	32717734	32725237	7504	-
KIAA1522	ENSG00000162522	chr1	32741830	32774970	33141	+
YARS1	ENSG00000134684	chr1	32775237	32818153	42917	-
S100PBP	ENSG00000116497	chr1	32816767	32858875	42109	+
FNDC5	ENSG00000160097	chr1	32862268	32872482	10215	-
HPCA	ENSG00000121905	chr1	32885994	32898441	12448	+
TMEM54	ENSG00000121900	chr1	32894594	32901438	6845	-
	ENSG00000287691	chr1	32925454	32951638	26185	+
RNF19B	ENSG00000116514	chr1	32936445	32964685	28241	-
	ENSG00000236065	chr1	32987075	33032469	45395	+
AK2	ENSG00000004455	chr1	33007940	33080996	73057	-
AZIN2	ENSG00000142920	chr1	33081104	33123492	42389	+
TRIM62	ENSG00000116525	chr1	33145399	33182059	36661	-
	ENSG00000284721	chr1	33194788	33200353	5566	+
ZNF362	ENSG00000160094	chr1	33256492	33300719	44228	+
	ENSG00000270115	chr1	33261212	33261680	469	+
A3GALT2	ENSG00000184389	chr1	33306766	33321098	14333	-
	ENSG00000225313	chr1	33307348	33349245	41898	+
PHC2	ENSG00000134686	chr1	33323623	33431052	107430	-
PHC2-AS1	ENSG00000233246	chr1	33350352	33363245	12894	+
ZSCAN20	ENSG00000121903	chr1	33472645	33496507	23863	+
CSMD2	ENSG00000121904	chr1	33513999	34165842	651844	-
HMGB4	ENSG00000176256	chr1	33860475	33864791	4317	+
CSMD2-AS1	ENSG00000231163	chr1	33868953	33893726	24774	+
C1orf94	ENSG00000142698	chr1	34166883	34219131	52249	+
	ENSG00000287703	chr1	34640157	34685732	45576	-
SMIM12	ENSG00000163866	chr1	34712737	34859755	147019	-
GJB5	ENSG00000189280	chr1	34755047	34758512	3466	+
GJB4	ENSG00000189433	chr1	34759740	34762327	2588	+
	ENSG00000255811	chr1	34761426	34788097	26672	-
GJB3	ENSG00000188910	chr1	34781214	34786369	5156	+
GJA4	ENSG00000187513	chr1	34792999	34795747	2749	+
	ENSG00000230163	chr1	34850694	34851555	862	+
DLGAP3	ENSG00000116544	chr1	34865436	34929650	64215	-
TMEM35B	ENSG00000243749	chr1	34981535	34985353	3819	-
ZMYM6	ENSG00000163867	chr1	34986165	35031945	45781	-
ZMYM1	ENSG00000197056	chr1	35032172	35115859	83688	+
LOC105378644	ENSG00000284640	chr1	35141515	35146435	4921	-
SFPQ	ENSG00000116560	chr1	35176378	35193145	16768	-
ZMYM4	ENSG00000146463	chr1	35268709	35422058	153350	+
ZMYM4-AS1	ENSG00000227409	chr1	35358822	35366077	7256	-
KIAA0319L	ENSG00000142687	chr1	35433492	35557950	124459	-
NCDN	ENSG00000020129	chr1	35557473	35567274	9802	+
TFAP2E-AS1	ENSG00000239636	chr1	35569813	35577729	7917	-
TFAP2E	ENSG00000116819	chr1	35573314	35595328	22015	+
PSMB2	ENSG00000126067	chr1	35599541	35641526	41986	-
C1orf216	ENSG00000142686	chr1	35713877	35718894	5018	-
CLSPN	ENSG00000092853	chr1	35720218	35769978	49761	-
	ENSG00000232335	chr1	35739389	35743576	4188	+
AGO4	ENSG00000134698	chr1	35808016	35857890	49875	+
AGO1	ENSG00000092847	chr1	35869808	35930532	60725	+
	ENSG00000286899	chr1	35908980	35910872	1893	-
	ENSG00000271914	chr1	35929720	35930115	396	-
AGO3	ENSG00000126070	chr1	35930718	36072500	141783	+
	ENSG00000271554	chr1	35992109	36013630	21522	-
TEKT2	ENSG00000092850	chr1	36084094	36088275	4182	+
ADPRS	ENSG00000116863	chr1	36088892	36093932	5041	+
COL8A2	ENSG00000171812	chr1	36095239	36125222	29984	-
TRAPPC3	ENSG00000054116	chr1	36136570	36156053	19484	-
MAP7D1	ENSG00000116871	chr1	36155579	36180849	25271	+
THRAP3	ENSG00000054118	chr1	36224432	36305357	80926	+
SH3D21	ENSG00000214193	chr1	36306368	36329340	22973	+
EVA1B	ENSG00000142694	chr1	36322031	36324154	2124	-
	ENSG00000286379	chr1	36329630	36335406	5777	+
STK40	ENSG00000196182	chr1	36339624	36385896	46273	-
LSM10	ENSG00000181817	chr1	36391238	36397908	6671	-
OSCP1	ENSG00000116885	chr1	36415827	36450451	34625	-
MRPS15	ENSG00000116898	chr1	36455718	36464384	8667	-
CSF3R	ENSG00000119535	chr1	36466043	36483278	17236	-
	ENSG00000284705	chr1	36703953	36710582	6630	+
LOC124904023	ENSG00000284720	chr1	36768122	36769725	1604	-
	ENSG00000234481	chr1	36769812	36775768	5957	+
GRIK3	ENSG00000163873	chr1	36795527	37034515	238989	-
LOC124904027	ENSG00000284650	chr1	37133489	37136146	2658	+
	ENSG00000223944	chr1	37154761	37325100	170340	-
ZC3H12A-DT	ENSG00000233621	chr1	37350934	37474411	123478	-
ZC3H12A	ENSG00000163874	chr1	37474580	37484377	9798	+
MEAF6	ENSG00000163875	chr1	37492575	37514774	22200	-
SNIP1	ENSG00000163877	chr1	37534449	37554293	19845	-
DNALI1	ENSG00000163879	chr1	37556919	37566857	9939	+
GNL2	ENSG00000134697	chr1	37566816	37595937	29122	-
	ENSG00000284748	chr1	37596126	37607336	11211	+
RSPO1	ENSG00000169218	chr1	37611350	37634892	23543	-
C1orf109	ENSG00000116922	chr1	37681570	37692249	10680	-
CDCA8	ENSG00000134690	chr1	37692481	37709719	17239	+
EPHA10	ENSG00000183317	chr1	37713880	37765133	51254	-
MANEAL	ENSG00000185090	chr1	37793802	37801137	7336	+
	ENSG00000233728	chr1	37799720	37800879	1160	-
YRDC	ENSG00000196449	chr1	37802945	37808208	5264	-
C1orf122	ENSG00000197982	chr1	37806979	37809454	2476	+
MTF1	ENSG00000188786	chr1	37809574	37859592	50019	-
	ENSG00000230955	chr1	37860697	37861580	884	+
INPP5B	ENSG00000204084	chr1	37860697	37947057	86361	-
SF3A3	ENSG00000183431	chr1	37956975	37990075	33101	-
FHL3	ENSG00000183386	chr1	37996770	38005606	8837	-
UTP11	ENSG00000183520	chr1	38009258	38024820	15563	+
POU3F1	ENSG00000185668	chr1	38043829	38046793	2965	-
	ENSG00000224592	chr1	38047314	38119025	71712	+
	ENSG00000284623	chr1	38129464	38140593	11130	-
	ENSG00000286552	chr1	38149544	38162545	13002	+
	ENSG00000287987	chr1	38193619	38210340	16722	+
LINC01343	ENSG00000237290	chr1	38209034	38214806	5773	-
	ENSG00000238063	chr1	38474825	38516520	41696	+
	ENSG00000284632	chr1	38754216	38815979	61764	-
RRAGC	ENSG00000116954	chr1	38838198	38859772	21575	-
LOC105378663	ENSG00000228436	chr1	38859912	38965038	105127	+
MYCBP	ENSG00000214114	chr1	38862493	38873368	10876	-
GJA9	ENSG00000131233	chr1	38874069	38881587	7519	-
RHBDL2	ENSG00000158315	chr1	38885807	38941830	56024	-
AKIRIN1	ENSG00000174574	chr1	38991276	39006059	14784	+
NDUFS5	ENSG00000168653	chr1	39026318	39034636	8319	+
MACF1	ENSG00000127603	chr1	39081316	39487177	405862	+
	ENSG00000270040	chr1	39206512	39206957	446	+
	ENSG00000287422	chr1	39226670	39238620	11951	-
	ENSG00000226438	chr1	39249838	39257649	7812	-
BMP8A	ENSG00000183682	chr1	39491636	39529869	38234	+
PABPC4	ENSG00000090621	chr1	39560816	39576790	15975	-
	ENSG00000228060	chr1	39565052	39573860	8809	+
HEYL	ENSG00000163909	chr1	39623435	39639643	16209	-
	ENSG00000225903	chr1	39633416	39633903	488	+
NT5C1A	ENSG00000116981	chr1	39659121	39672038	12918	-
HPCAL4	ENSG00000116983	chr1	39678648	39691485	12838	-
PPIE	ENSG00000084072	chr1	39692182	39763914	71733	+
BMP8B	ENSG00000116985	chr1	39757182	39788865	31684	-
OXCT2	ENSG00000198754	chr1	39769523	39771348	1826	-
BMP8B-AS1	ENSG00000285905	chr1	39779969	39781418	1450	+
LOC101929536	ENSG00000261798	chr1	39788976	39790171	1196	+
	ENSG00000284719	chr1	39799422	39809450	10029	+
	ENSG00000284678	chr1	39801414	39817460	16047	-
TRIT1	ENSG00000043514	chr1	39838110	39883511	45402	-
MYCL	ENSG00000116990	chr1	39895426	39902256	6831	-
MYCL-AS1	ENSG00000236546	chr1	39897745	39899098	1354	+
MFSD2A	ENSG00000168389	chr1	39955112	39969968	14857	+
CAP1	ENSG00000131236	chr1	40040233	40072649	32417	+
PPT1	ENSG00000131238	chr1	40071461	40097727	26267	-
RLF	ENSG00000117000	chr1	40161387	40240921	79535	+
TMCO2	ENSG00000188800	chr1	40245947	40251684	5738	+
	ENSG00000259943	chr1	40256427	40257967	1541	-
ZMPSTE24	ENSG00000084073	chr1	40258236	40294180	35945	+
